,Word,valence,arrousal
11928,string,5.25,3.8
11929,strings,5.28,2.58
11930,stringy,4.05,4.27
11931,strip,4.68,5.27
11932,stripe,5.24,3.67
11933,striped,4.81,4.38
11934,stripper,5.19,5.57
11935,striptease,5.32,6.8
11936,strive,6.32,4.62
11937,stroke,4.19,4.95
11938,stroll,6.25,3.22
11939,stroller,5.75,3.22
11940,strong,6.81,5.14
11941,stronghold,5.44,3.95
11942,structural,5.6,3.67
11943,structure,5.68,4
11944,strudel,6.11,3.7
11945,struggle,3,5.9
11946,strut,5.6,5.46
11947,stub,3.89,3.86
11948,stubborn,3.74,4.13
11949,stubbornness,3.61,4.74
11950,stubby,4.5,4.14
11951,stud,4.89,5.14
11952,student,6.41,4.25
11953,studio,6.24,4.79
11954,study,5.78,2.55
11955,stuff,5.86,3.52
11956,stuffed animal,7.21,2.77
11957,stuffy,3.73,4.61
11958,stumble,3.76,4.76
11959,stump,4.62,3.85
11960,stun,4.55,5.5
11961,stunner,5.76,4.5
11962,stunning,6.24,6.5
11963,stunt,4.95,4.81
11964,stuntman,5.95,6.3
11965,stupendous,6.95,4.57
11966,stupid,2.84,4.34
11967,stupidity,2.71,4.5
11968,sturdy,6.19,3.27
11969,stutter,2.95,4.48
11970,style,6.81,4.6
11971,styling,5.7,3.72
11972,stylish,5.68,4.27
11973,stylist,6,3.32
11974,suave,5.43,3.14
11975,sub,5,3.35
11976,subatomic,5.53,4.57
11977,subcommittee,5.1,4.15
11978,subconscious,5.5,4
11979,subdivision,4.74,3.25
11980,subdue,3.17,3.3
11981,subdued,3.58,2.95
11982,subdural,4.4,3.09
11983,subject,5.33,4.2
11984,subjective,5.86,3.56
11985,sublet,5.27,4.21
11986,sublevel,4.95,3.32
11987,sublime,5.95,3.82
11988,subliminal,5.19,4.17
11989,submarine,6,4.24
11990,submerge,4.47,4.14
11991,submersible,4.5,4.32
11992,submission,4.6,4.29
11993,submissive,4.67,3.32
11994,submit,3.9,3.91
11995,subordinate,4.44,3.09
11996,subpoena,2.64,5
11997,subscribe,5.43,4.26
11998,subscriber,5.71,2.95
11999,subscription,5.29,3.05
12000,subsequent,5.16,4
12001,subservient,3.67,3.5
12002,subside,5.42,3.1
12003,subsidiary,4.8,3.38
12004,subspace,4.45,3.73
12005,substance,4.29,3.62
12006,substandard,3.33,3.91
12007,substantial,6.14,5
12008,substantiate,5.37,3.52
12009,substation,4.43,3.29
12010,substitute,4.91,3.59
12011,substitution,4.95,3.24
12012,subterranean,4.75,5.1
12013,subtext,4.53,3.71
12014,subtitle,5.41,3.25
12015,subtle,5.62,3.37
12016,subtlety,4.6,3.85
12017,subtract,4.25,3.96
12018,suburb,5.52,4.25
12019,suburban,5.85,3.41
12020,suburbia,5.52,3.75
12021,subversive,4.1,4.41
12022,subway,5.44,4.41
12023,succeed,7.05,6.71
12024,success,7.49,5.8
12025,successful,7.76,5.08
12026,succession,4.52,3.74
12027,successor,6.11,4.59
12028,succubus,3.67,4.68
12029,succulent,6.5,5.64
12030,suck,3.71,5.6
12031,sucker,4,4.74
12032,suction,4.25,3.81
12033,suds,5.24,3.73
12034,sue,2.18,6.15
12035,suede,5.36,2.75
12036,suffer,2.05,4.5
12037,suffice,5.52,3.25
12038,sufficient,6.1,3.17
12039,suffocate,2.62,6.09
12040,suffocation,2.44,5
12041,sugar,6.56,5.29
12042,suggest,5.55,3.75
12043,suggestion,5.79,4.18
12044,suggestive,4.95,4.44
12045,suicidal,2.15,4.91
12046,suicide,1.58,6.21
12047,suit,5.89,3.05
12048,suitable,5.7,3
12049,suitcase,5.25,3.24
12050,suite,7.05,3.61
12051,suitor,5.63,3.67
12052,sulfate,4.63,3.67
12053,sulfur,4.5,3.86
12054,sulk,3.22,3.3
12055,sullen,2.84,4.52
12056,sully,3.89,4.05
12057,sultan,4.48,3.48
12058,sum,5.71,3.1
12059,summarize,4.89,2.8
12060,summary,5.05,3.29
12061,summation,4.85,4.15
12062,summer,7.5,5.48
12063,summerhouse,7.3,4.82
12064,summertime,6.74,5.32
12065,summit,5.5,4.35
12066,summon,5.58,4.67
12067,summons,3.6,5.14
12068,sumo,4.45,3.71
12069,sun,6.92,4.64
12070,sunburn,2.76,4.45
12071,sundae,7.76,4.79
12072,sundial,5.95,3.22
12073,sundown,6.21,3.71
12074,sunflower,6.45,3.05
12075,sunglasses,6.72,3.67
12076,sunken,4.42,3.95
12077,sunlight,7.46,4.44
12078,sunny,7.95,5.38
12079,sunrise,7.35,4.68
12080,sunroof,6.47,3.24
12081,sunscreen,5.77,3.95
12082,sunset,7.46,4.68
12083,sunshine,8.14,5.32
12084,suntan,6.05,4.25
12085,sunup,5.71,3.28
12086,sup,5.53,4.3
12087,super,7.05,4.25
12088,superb,7,4.33
12089,superficial,3.79,4.2
12090,superfluous,4.53,4.45
12091,superhero,6.89,6
12092,superhuman,6.67,4.73
12093,superintendent,4.86,3.24
12094,superior,6.37,4.74
12095,superiority,4.95,5.48
12096,superman,6.52,5.17
12097,supermarket,6.37,4.65
12098,supermodel,5.53,6.09
12099,supernatural,6.05,5.9
12100,supernova,6.58,5.5
12101,superposition,4.42,3.5
12102,superpower,7.14,5.76
12103,superstar,5.94,4.85
12104,superstition,4.84,6.14
12105,superstitious,4.75,5.95
12106,superstore,6.24,4.43
12107,supervise,5.05,4
12108,supervision,4.26,5.05
12109,supervisor,4.28,4.05
12110,supper,6.72,3.6
12111,suppertime,6.43,4.57
12112,supple,5.76,4.09
12113,supplement,5.43,3.22
12114,supplemental,5.59,3.64
12115,supplier,4.84,3.45
12116,supply,5.11,3.28
12117,support,6.89,3.05
12118,supporter,6.05,4.41
12119,supportive,6.95,3.83
12120,suppose,5.27,3.33
12121,supposed,5.41,3.48
12122,suppress,2.72,3.55
12123,suppression,3.68,3.17
12124,supremacy,3.48,4.26
12125,supreme,6.14,4.28
12126,sure,6.64,3.48
12127,surf,6.05,5.57
12128,surface,5.62,3.04
12129,surfboard,5.53,3.75
12130,surfer,5.47,5.38
12131,surge,5,5.22
12132,surgeon,5.05,5.78
12133,surgery,3.18,5.55
12134,surgical,3.95,5
12135,surly,3.9,3.8
12136,surname,5.1,3.68
12137,surplus,5.68,3.6
12138,surprise,7.44,6.57
12139,surprised,6.57,5.95
12140,surprising,6.75,5.65
12141,surreal,6.65,5.11
12142,surrender,3.73,4.58
12143,surrogate,5.27,4.27
12144,surround,5.42,3.32
12145,surroundings,6.37,3.43
12146,surveillance,3.35,4.85
12147,survey,5.55,3.68
12148,survival,7.05,5.4
12149,survive,6.9,4.53
12150,survivor,6.68,4.81
12151,susceptible,3.67,5.19
12152,sushi,6.25,5.84
12153,suspect,2.39,4.57
12154,suspend,4.32,4.87
12155,suspense,5.26,5.84
12156,suspension,4.35,4.57
12157,suspicion,3.33,6.04
12158,suspicious,3.48,5
12159,sustain,5.68,3.73
12160,sustenance,6,3.28
12161,suture,4.36,4.63
12162,suv,4.75,3.48
12163,swab,4.7,2.56
12164,swag,5.37,4.33
12165,swallow,5.57,3.78
12166,swami,4.11,4.05
12167,swamp,4.42,3.33
12168,swank,4.84,4.14
12169,swap,5.24,3.7
12170,swarm,3.76,6.26
12171,swastika,2.33,5.26
12172,swat,4.38,6.21
12173,sway,5.25,3.68
12174,swear,3.44,5.05
12175,sweat,4.38,5.1
12176,sweater,6.19,2.8
12177,sweatshirt,6.24,2.56
12178,sweatshop,2.53,5.95
12179,sweaty,3.95,4.78
12180,sweep,5.27,3.89
12181,sweeper,5.35,3.23
12182,sweet,7.77,4.14
12183,sweeten,6.26,4.71
12184,sweetheart,7.84,5.39
12185,sweetie,7.56,4.35
12186,sweetness,7.37,4.37
12187,swell,5.05,4.56
12188,swerve,4.33,5.35
12189,swift,5.83,4.88
12190,swig,4.57,4.48
12191,swill,4.65,3.81
12192,swim,6.71,6.05
12193,swimmer,6.26,4.26
12194,swimming,7.2,5.13
12195,swimsuit,6.05,5.8
12196,swindle,3,4.32
12197,swindler,2.33,4.82
12198,swine,3.11,3.71
12199,swing,6.95,4.1
12200,swinger,4.37,5.81
12201,swipe,4.47,3.68
12202,swirl,6.45,4.58
12203,swish,5.79,3.95
12204,switch,5.29,3.9
12205,switchblade,3.45,5.71
12206,switchboard,4.86,3.65
12207,swivel,5.26,4.62
12208,swoon,5.76,3.83
12209,swoop,5.16,5.62
12210,sword,5.27,5.95
12211,swordfish,6.15,5.15
12212,swordplay,4.94,6.14
12213,swordsman,5.25,4.72
12214,sycamore,6.36,3.68
12215,syllable,4.95,2.5
12216,syllabus,4.86,2.95
12217,symbiotic,5.7,4.05
12218,symbol,5.67,2.77
12219,symbolic,6.48,3.74
12220,symbolism,6.62,3.52
12221,symbolize,5.75,4.41
12222,symmetrical,5.76,3.24
12223,symmetry,5.27,3.19
12224,sympathetic,6.67,3.29
12225,sympathize,6,3.73
12226,sympathy,6.57,3.08
12227,symphonic,6.45,6.3
12228,symphony,7.15,4.19
12229,symposium,4.86,4.04
12230,symptom,3.33,4.17
12231,symptomatic,4,4.13
12232,synagogue,4.85,2.56
12233,synapse,5.42,3.95
12234,synaptic,4.57,4.25
12235,sync,6.21,3.95
12236,synchronize,6.26,4.04
12237,syndicate,4.35,3.06
12238,syndrome,4.33,4.68
12239,synergy,5.42,4.29
12240,synonymous,5.24,3.41
12241,synthesizer,5.16,4.3
12242,synthetic,4.76,3.61
12243,syphilis,2.17,4.59
12244,syringe,3.05,4.81
12245,syrup,6.44,3.11
12246,system,5.5,3.38
12247,systematic,4.62,3.52
12248,t-shirt,6.43,2.23
12249,tab,5.09,4.42
12250,tabasco,4.5,5
12251,tabernacle,5.65,3.52
12252,table,5.49,3
12253,tablecloth,5.33,2.81
12254,tablet,6.21,3.65
12255,tabloid,4.84,3.32
12256,taboo,4.53,5.06
12257,tack,4.42,2.85
12258,tackle,5.38,4.43
12259,tacky,3.68,4.05
12260,taco,6.53,4.19
12261,tact,5.71,3.95
12262,tactful,6.18,3.62
12263,tactic,5.7,5.05
12264,tactical,5.05,4.27
12265,tad,5.45,3.68
12266,tadpole,6,4.17
12267,taffy,5.95,3.45
12268,tag,4.79,3.29
12269,tail,5.3,3.27
12270,tailgate,4.81,4.57
12271,taillight,5.11,3.56
12272,tailor,5.29,3.61
12273,tailpipe,4.67,3.13
12274,taint,3.77,4.43
12275,take,4.82,4.52
12276,takeoff,5.5,3.77
12277,takeout,6.63,4.45
12278,takeover,3.71,4.73
12279,taker,3.17,3.82
12280,talcum,5.45,4.05
12281,tale,5.95,3.09
12282,talent,6.3,5.6
12283,talented,7.95,4.55
12284,talisman,5.68,4.6
12285,talk,6.64,3.38
12286,talkative,5.56,4.45
12287,talker,4.55,4.05
12288,tall,6.71,3.85
12289,tally,4.74,3.44
12290,talon,5.06,4.9
12291,tambourine,6.1,3.33
12292,tame,6.14,3.65
12293,tamer,5.48,3.76
12294,tamper,3.33,5.55
12295,tampon,3.1,4.22
12296,tan,6.05,3.75
12297,tang,4.62,4.05
12298,tangerine,6.81,3.9
12299,tangible,5.63,4.18
12300,tangle,3.95,4.52
12301,tango,5.47,4.48
12302,tank,4.71,4.32
12303,tank top,6.25,5.14
12304,tanker,4.74,4
12305,tantrum,3.15,5.05
12306,tap,5.33,3.95
12307,tape,5.5,3.4
12308,tape measure,5.05,4.1
12309,tapestry,5.65,2.67
12310,tapeworm,2.19,4.9
12311,tapioca,5.48,3.74
12312,taps,4.79,3.14
12313,tar,3.9,3.65
12314,tarantula,3.37,6.76
12315,tardiness,2.95,5.05
12316,tardy,3.47,4.3
12317,target,5.24,5.35
12318,tarmac,4.76,3.1
12319,tarot,3.9,3.96
12320,tarp,4.79,2.9
12321,tarry,4.68,3.1
12322,tart,5.43,4.8
12323,tartar,4.52,2.73
12324,task,6.05,3.83
12325,tassel,4.95,4.78
12326,taste,6.63,4.56
12327,tasteful,6.89,4.73
12328,tasteless,3.25,3.86
12329,tasty,6.89,5.28
12330,tattler,2.84,4.45
12331,tattletale,2.95,6.1
12332,tattoo,4.45,5
12333,taunt,3.4,4.85
12334,taupe,4.7,3.7
12335,taut,4.25,4.29
12336,tavern,5.55,4.22
12337,tawdry,3.9,3.35
12338,tawny,4.86,4.16
12339,tax,3,4.52
12340,taxi,4.79,3.79
12341,taxicab,5,3.8
12342,taxpayer,4.05,2.96
12343,tea,6.56,2.05
12344,teach,7.06,3.47
12345,teacher,7.37,2.9
12346,teacup,6.5,3.57
12347,teahouse,6.44,2.76
12348,teal,5.7,3.73
12349,team,5.91,3.38
12350,teammate,6.2,3.74
12351,teamwork,6.26,4.64
12352,teapot,6,3.39
12353,tear,3.14,4.8
12354,tearful,3.67,4.92
12355,tease,4.17,5.21
12356,teaspoon,5.25,2.47
12357,teatime,6.4,3.16
12358,tech,5.77,4.1
12359,technical,5,5.28
12360,technicality,4.21,4.36
12361,technician,5.65,3.33
12362,technique,7,3.45
12363,techno,5.53,5
12364,technological,5.3,4.56
12365,technology,5.53,4.62
12366,teddy bear,7.38,3.74
12367,tedious,3.62,4.37
12368,tee,5.4,3.68
12369,teeming,4.83,3.6
12370,teen,5.1,3.86
12371,teenage,5.8,5.26
12372,teenager,4.58,4.23
12373,teens,5.58,3.96
12374,teensy,5.09,3.77
12375,teeny,5.62,3.74
12376,teeth,5,3.8
12377,teething,3.11,4.05
12378,telegram,5.27,4.14
12379,telegraph,5.37,2.82
12380,telekinesis,5.9,5.68
12381,telemetry,5,3.5
12382,telepathic,5.9,4.62
12383,telepathy,5,5.7
12384,telephone,5.71,4.3
12385,telescope,6.75,3.38
12386,telethon,3.11,3
12387,teletype,5.2,3.86
12388,televised,6,4
12389,television,7.18,4.1
12390,tell,5.27,3.86
12391,teller,5.33,3
12392,temp,4.63,3.62
12393,temper,3.89,4.9
12394,temperament,4.67,3.8
12395,temperamental,3.86,5.7
12396,temperance,5.05,4
12397,temperature,5.58,4.86
12398,tempest,4.52,5.26
12399,template,5.45,3.46
12400,temple,5.3,3.36
12401,tempo,5.59,4
12402,temporal,4.57,3.38
12403,temporary,4.33,3.35
12404,tempt,5,5.29
12405,temptation,4.5,5.38
12406,tempting,6.05,6.06
12407,temptress,4.68,5.43
12408,ten,5.16,3.1
12409,tenacious,5.65,4.78
12410,tenant,4.57,2.59
12411,tend,4.8,3.22
12412,tendency,4.85,3.72
12413,tender,6.47,3.22
12414,tenderfoot,4.26,3.16
12415,tenderness,6.89,3.1
12416,tendon,5.11,3.3
12417,tenement,4.55,3.77
12418,tennis,5.4,3.89
12419,tenor,5.48,4
12420,tense,2.75,5.32
12421,tension,3.6,5.08
12422,tent,6.23,3.38
12423,tentative,5.1,3.4
12424,tenure,4.6,3.65
12425,tepee,6.29,4
12426,tequila,6.27,5.77
12427,teriyaki,6.57,4.16
12428,term,5.57,3.6
12429,terminal,4.27,3.68
12430,terminate,3.05,4.95
12431,termination,2.95,5.9
12432,terminator,5.43,6.05
12433,terminology,5.67,2.8
12434,termite,3.08,4.24
12435,terrace,5.33,3.52
12436,terrain,5.53,3.09
12437,terrible,2.1,4.39
12438,terrier,6.2,3.75
12439,terrific,7.12,5.46
12440,terrified,2.51,6.1
12441,terrify,2.84,6.39
12442,terrifying,2.63,5.91
12443,territorial,4.16,4.29
12444,territory,5.3,4.32
12445,terror,2.75,6.35
12446,terrorism,1.6,7.42
12447,terrorist,2.35,6.09
12448,terrorize,2.5,5.95
12449,test,4.44,4.3
12450,testament,5,3.94
12451,testicle,4.19,5.4
12452,testicular,3.89,4.95
12453,testify,4.55,6.16
12454,testimonial,5.89,3.15
12455,testimony,5.05,4.22
12456,testosterone,5.2,6.75
12457,testy,3.55,4.55
12458,tetanus,3.33,5.52
12459,tether,4.32,4.19
12460,text,6.5,3.48
12461,textbook,5,2.94
12462,textile,4.89,3.38
12463,texture,5.57,3.33
12464,thank,7.77,3.33
12465,thankful,7.76,4.52
12466,thankless,3.63,4.86
12467,thanks,7.73,4.05
12468,thanksgiving,6.79,4.95
12469,thatch,5.2,2.8
12470,thaw,4.95,3.84
12471,theater,6.14,3.73
12472,theatrical,5.3,5.36
12473,theatrics,5.45,5.05
12474,theft,2.6,5.17
12475,theme,5.43,3.08
12476,theology,4.95,3.32
12477,theoretical,4.8,3.9
12478,theory,5.65,4.41
12479,therapeutic,6.29,2.18
12480,therapist,4.43,3.32
12481,therapy,5.1,3.74
12482,thermal,5.36,3.48
12483,thermometer,5.22,3.36
12484,thermos,5.79,3.15
12485,thermostat,5.48,3.56
12486,thesis,4.7,4.1
12487,thick,4.63,3.13
12488,thicket,4.33,3.25
12489,thickness,5.19,3.74
12490,thief,2.32,6.05
12491,thigh,5.22,5.32
12492,thin,5.47,4.5
12493,thing,5.55,3.43
12494,thingy,5.42,4.27
12495,think,6.68,3.75
12496,thinker,7.26,4.45
12497,third,5,2.64
12498,thirst,4.14,4.12
12499,thirsty,4.48,4.08
12500,thirteen,5.11,4.36
12501,thirty,4.74,3.57
12502,thistle,4.95,3.9
12503,thong,5.48,4.68
12504,thorn,3.62,4.2
12505,thorny,3.1,4.92
12506,thorough,6.15,3.3
12507,thoroughbred,6.47,4.65
12508,thoroughfare,5.19,4.32
12509,thought,6.76,4.16
12510,thoughtful,7.26,2.55
12511,thoughtless,4.05,4.43
12512,thousand,6.44,3.5
12513,thrash,3.48,4.3
12514,thread,5.5,3.87
12515,threat,2.63,6.57
12516,threaten,2.6,6.05
12517,three,5.43,3.38
12518,threesome,5.89,5.7
12519,threshold,5.53,3.09
12520,thrift,5.72,2.95
12521,thrill,7.37,7.19
12522,thriller,5.75,6
12523,thrilling,7.19,6.16
12524,thrive,6.79,5.65
12525,thriving,5.9,5.22
12526,throat,4.76,4.2
12527,throbbing,3.68,5.64
12528,throes,4.5,4.71
12529,throne,5.45,5.22
12530,throttle,5.55,5.36
12531,throw,5.55,4.52
12532,throwback,5.42,4.57
12533,thrower,4.57,3.58
12534,thrust,5.75,5.29
12535,thruster,4.56,4.7
12536,thud,4.24,5.05
12537,thug,2.52,5.48
12538,thumb,5.62,3.84
12539,thumbprint,5.6,4.33
12540,thump,4.42,4
12541,thumper,5,4.09
12542,thunder,5.74,5.75
12543,thunderbolt,5.63,6.29
12544,thunderclap,4.53,5.57
12545,thunderstorm,5.67,6.1
12546,thyroid,4.28,3.14
12547,tiara,5.48,5.05
12548,tibia,4.41,3.52
12549,tic,4.24,4.41
12550,tick,3.05,3.82
12551,ticker,4.43,3.84
12552,ticket,5.28,3.95
12553,tickle,6.14,5.86
12554,ticklish,6.19,4.88
12555,tidal,5.33,5.05
12556,tidal wave,4.9,4.8
12557,tide,6.55,5.47
12558,tidings,6.25,3.55
12559,tidy,6.24,2.86
12560,tie,5.33,3.1
12561,tier,4.95,3.73
12562,tiger,6,5.55
12563,tighten,5,5.68
12564,tightrope,4.81,4.18
12565,tights,5.95,3.45
12566,tile,5,2.89
12567,tilt,4.78,4.59
12568,timber,4.9,3.73
12569,time,5.6,3.41
12570,timeless,5.89,3.4
12571,timely,6.14,3.48
12572,timeout,4.05,3.81
12573,timer,4.81,4.17
12574,times,5.91,3.19
12575,timetable,4.9,3.62
12576,timid,3.37,3.15
12577,timing,5.67,3.4
12578,tin,4.95,2.73
12579,tinfoil,4.79,3.25
12580,tingle,6.23,5.24
12581,tinker,5.95,2.83
12582,tinkle,5.55,3.75
12583,tinkling,5.33,5.4
12584,tinsel,5.7,4.05
12585,tiny,5.1,4.6
12586,tip,6.77,4.05
12587,tipper,5.25,3.73
12588,tipster,5.3,3.62
12589,tipsy,5.6,4.7
12590,tiptoe,5.32,3.76
12591,tire,4.55,3.09
12592,tired,4.29,3.67
12593,tireless,4.95,4.41
12594,tiresome,3.86,2.52
12595,tiring,3.68,3.55
12596,tissue,5.3,3.1
12597,tit,5.76,6.14
12598,titan,5.71,4.32
12599,titanic,4.42,4.39
12600,titanium,5.26,3.78
12601,title,5.71,2.15
12602,toad,6,3.62
12603,toast,6.73,3.65
12604,toaster,5.8,3.85
12605,toasty,6.05,4.65
12606,tobacco,3.37,5
12607,toddler,6.28,4.2
12608,toe,5.24,3.1
12609,toenail,3.95,3.06
12610,toffee,6.19,5
12611,tofu,4.29,3.09
12612,toga,5.36,3.75
12613,togetherness,6.3,4.64
12614,toil,3.62,5.55
12615,toilet,3.71,4.5
12616,token,5.63,3.09
12617,tolerable,4.9,4.4
12618,tolerance,6.43,3.36
12619,tolerant,5.9,3.09
12620,tolerate,6.19,3.14
12621,toll,3.53,3.95
12622,tomahawk,4.86,5.19
12623,tomato,5.8,2.68
12624,tomatoes,6.25,3.82
12625,tomb,3.58,4.06
12626,tombstone,3.14,4.86
12627,tomcat,5.16,4.74
12628,tome,5.29,4.6
12629,ton,5,3.55
12630,tone,5.47,3.67
12631,toner,5.11,4.14
12632,tongs,5,3.25
12633,tongue,6.29,4.25
12634,tonic,6.05,4.25
12635,tool,5.07,3.91
12636,toolbox,4.7,4.05
12637,toot,4.74,4
12638,tooth,5.06,3.52
12639,toothache,2.32,5.86
12640,toothbrush,5.58,3.38
12641,toothless,2.52,4
12642,toothpaste,5.21,2.86
12643,toothpick,4.89,3.33
12644,toots,5.2,5.1
12645,top,6,4.33
12646,topaz,5.55,3.87
12647,topic,5.5,3.2
12648,topical,5.35,3.29
12649,topless,5.36,6.61
12650,topple,4.86,3.21
12651,topside,4.9,3.36
12652,torch,4.5,5.12
12653,torment,2.53,6.17
12654,tornado,3.63,7.45
12655,torpedo,3.71,4.48
12656,torque,5.3,4.9
12657,torrent,4.86,5
12658,torrid,3.65,3.45
12659,torso,5.23,3.85
12660,tortoise,5.58,3.32
12661,torture,1.4,5.09
12662,toss,5,4.18
12663,tot,6.36,3.14
12664,total,5.32,4.25
12665,tote,5.45,4.25
12666,totem,5.32,4.78
12667,touch,6.64,4.9
12668,touchdown,7.11,4.86
12669,touchy,4.29,3.88
12670,tough,4.45,4.24
12671,toughen,5.37,4.28
12672,toupee,4,3.06
12673,tour,6,4.8
12674,tourism,5.35,4.06
12675,tourist,5.71,3.57
12676,tournament,6.24,4.08
12677,tourniquet,4.05,5.05
12678,tout,5.35,4.58
12679,tow,5.38,3.75
12680,towel,6.14,2.9
12681,tower,5.24,3.86
12682,towering,4.35,4.12
12683,town,5.59,3.81
12684,townhouse,5.95,4.3
12685,township,5.35,2.9
12686,townspeople,5.81,2.91
12687,toxic,2.35,5.29
12688,toxicity,2.47,4.6
12689,toxicology,3.62,3.7
12690,toxin,2.42,5.52
12691,toy,7.29,4.29
12692,toymaker,6.76,3.9
12693,trace,4.74,2.84
12694,traceable,4.63,3.61
12695,tracer,5.05,3.86
12696,trachea,4.73,4.21
12697,track,5.78,3.76
12698,tracker,4.87,4.59
12699,tract,4.05,3.45
12700,traction,5.27,4.17
12701,tractor,5.05,3.73
12702,trade,5.91,4.45
12703,trademark,5,3.72
12704,trader,5.47,3.5
12705,tradition,6.09,4.61
12706,traditional,5.95,3.76
12707,traffic,2.18,5.25
12708,traffic light,4.76,4.9
12709,trafficking,2.55,4.72
12710,tragedy,2.11,6.8
12711,tragic,3.52,5.36
12712,trail,6.15,4
12713,trailer,4.44,2.85
12714,train,6.36,4.05
12715,train set,6.1,3.29
12716,trainee,5.45,4.16
12717,trainer,5.16,4
12718,training,5.19,4.1
12719,trait,5.44,3.55
12720,traitor,2.39,4.27
12721,traitorous,2.32,5.25
12722,trajectory,4.89,3.33
12723,tram,4.7,2.42
12724,tramp,3.3,4.86
12725,trample,3.73,5
12726,trampoline,6.23,5.58
12727,trance,5.24,4
12728,tranquil,7.11,2.61
12729,tranquility,7.86,3.64
12730,tranquilizer,4.86,3.12
12731,transaction,5.26,3.73
12732,transatlantic,5,4.84
12733,transceiver,5,4.22
12734,transcend,5.75,5
12735,transcendent,5.14,4.33
12736,transcript,5.24,3.3
12737,transcription,5.15,4.13
12738,transfer,5.29,3.22
12739,transference,4.4,3.44
12740,transform,6.05,4.86
12741,transformation,6.14,5.56
12742,transformer,6.14,5.16
12743,transfusion,5,4.45
12744,transgression,3.9,5.25
12745,transient,4.21,4.04
12746,transistor,4.71,3.9
12747,transit,4.52,4.05
12748,transition,5.43,3.65
12749,transitional,4.79,4.5
12750,translate,5.67,2.75
12751,translation,5.65,4.48
12752,translator,5.05,4
12753,transmission,4.62,3.38
12754,transmit,4.24,4.39
12755,transmitter,4.95,3.5
12756,transparent,5.37,3.45
12757,transplant,4.6,6.37
12758,transponder,4.95,3.55
12759,transport,5.9,3.76
12760,transportation,6.1,2.38
12761,transporter,4.84,4.14
12762,transsexual,3.68,4.23
12763,transvestite,4.22,5.05
12764,trap,3.24,4.36
12765,trapdoor,4.19,5.04
12766,trapeze,5.57,4.8
12767,trapper,4.47,3.09
12768,trash,2.74,3.66
12769,trashy,2.75,5.75
12770,trauma,2.89,4.87
12771,traumatic,2.22,5.5
12772,travel,7.89,5.55
12773,traveler,6.39,4.75
12774,traverse,5,3.6
12775,travesty,2.85,4.95
12776,tray,5.14,3.57
12777,treacherous,2.85,6
12778,treachery,2.7,5.33
12779,tread,4.72,3.76
12780,treadmill,5.19,4.22
12781,treason,3.05,5.8
12782,treasure,7.65,6.3
12783,treasured,7.14,5.16
12784,treasurer,6.43,4.27
12785,treasury,5.8,4.29
12786,treat,6.84,5
12787,treatable,6.16,3.75
12788,treatment,5,4.47
12789,treaty,5.42,3.7
12790,tree,7.59,2.67
12791,tremble,3.18,5.32
12792,tremendous,7,3.54
12793,tremor,4.26,4.72
12794,trench,4.43,3.22
12795,trend,5.33,4.45
12796,trendy,4.95,4.23
12797,trespass,3.27,4.79
12798,triad,4.32,4.45
12799,triage,3.81,4.65
12800,trial,3.28,5.05
12801,triangle,5.21,3.5
12802,triangulate,4.9,4
12803,triathlon,5.05,3.41
12804,tribal,5.17,4.56
12805,tribe,5.63,4.29
12806,tribunal,4.53,3.95
12807,tribune,4.84,3.78
12808,tribute,6.44,4.27
12809,trick,4.89,5.57
12810,trickery,3.53,5.12
12811,trickster,3.79,5.37
12812,tricky,4.78,4.86
12813,tricycle,6.14,3.62
12814,trident,5.37,4.36
12815,trifle,4.8,4.06
12816,trifling,3.79,3.3
12817,trig,4.74,3.18
12818,trigger,4.85,5.85
12819,trillion,5.85,5.19
12820,trilogy,5.26,3.67
12821,trim,4.64,3.38
12822,trimester,5.11,4.82
12823,trinket,6.25,4.37
12824,trio,5.68,3.38
12825,trip,7,5.33
12826,tripe,4.1,3.4
12827,triple,5.86,5.6
12828,triplicate,4.59,4.16
12829,tripod,5.23,4.32
12830,trite,4.27,4.39
12831,triumph,7.34,5.6
12832,triumphant,7.45,5.05
12833,trivia,5.7,3.82
12834,trivial,4.11,3.82
12835,troll,4.45,4.54
12836,trolley,5.67,3
12837,trombone,5,3.43
12838,troop,5.58,4.5
12839,trooper,5.5,4.95
12840,trophy,6.55,4.35
12841,tropic,6.91,4.17
12842,tropical,7.05,4.3
12843,tropics,7.05,4.74
12844,trot,5.63,5.1
12845,trouble,2.87,5.59
12846,troubled,3.11,4.45
12847,troublemaker,3.25,5.24
12848,troublesome,2.74,4.85
12849,trough,4.19,3.83
12850,troupe,5.24,3.7
12851,trousers,5.15,2.89
12852,trout,5.62,3.85
12853,truce,6.42,2.86
12854,truck,5.16,3.76
12855,trucker,4.62,3.55
12856,truckload,5.23,4.64
12857,TRUE,7.51,4.98
12858,truffle,6.71,3.5
12859,trump,4.18,3.33
12860,trumpet,6.03,4.17
12861,trunk,5.02,3.51
12862,trust,7.24,4.3
12863,trustee,5.84,3.91
12864,trustworthy,7.25,4.22
12865,trusty,6.19,4.17
12866,truth,7.19,3.88
12867,truthful,7.48,3.71
12868,try,5.64,4
12869,tryout,5.53,4.19
12870,tsunami,2.33,6.29
12871,tub,6.1,3.8
12872,tuba,5.58,3.95
12873,tubby,3.9,3.95
12874,tube,5.53,3.14
